time ,id ,gender ,age 
190,0,NULL,NULL
191,0,NULL,NULL
192,0,NULL,NULL
193,0,NULL,NULL
194,0,NULL,NULL
195,0,NULL,NULL
196,0,NULL,NULL
197,0,NULL,NULL
198,0,NULL,NULL
199,0,NULL,NULL
200,0,NULL,NULL
201,0,NULL,NULL
202,0,NULL,NULL
203,0,NULL,NULL
204,0,NULL,NULL
205,0,NULL,NULL
206,0,NULL,NULL
207,0,NULL,NULL
208,0,NULL,NULL
209,0,NULL,NULL
210,0,NULL,NULL
211,0,NULL,NULL
212,0,NULL,NULL
213,0,NULL,NULL
214,0,NULL,NULL
215,0,NULL,NULL
216,0,NULL,NULL
217,0,NULL,NULL
218,0,NULL,NULL
219,0,NULL,NULL
220,0,NULL,NULL
221,0,NULL,NULL
222,0,NULL,NULL
223,0,NULL,NULL
224,0,NULL,NULL
225,0,NULL,NULL
226,0,NULL,NULL
227,0,NULL,NULL
228,0,NULL,NULL
229,0,NULL,NULL
230,0,NULL,NULL
231,0,NULL,NULL
232,0,NULL,NULL
233,0,NULL,NULL
234,0,NULL,NULL
235,0,NULL,NULL
236,0,NULL,NULL
237,0,NULL,NULL
238,0,NULL,NULL
239,0,NULL,NULL
240,0,NULL,NULL
241,1,M,31
242,1,M,35
243,1,M,37
244,7,M,33
245,7,M,25
246,7,M,34
247,7,M,26
248,8,F,28
249,8,F,29
250,8,F,26
251,7,M,33
252,8,F,27
253,7,M,27
254,8,F,35
255,8,F,25
256,8,F,38
257,1,M,29
258,2,M,38
259,2,M,27
260,2,M,38
261,1,M,28
262,2,M,30
263,1,M,31
264,2,M,38
265,1,M,35
266,2,M,30
267,1,M,25
268,2,M,25
269,9,F,27
270,9,F,37
271,9,F,37
272,9,F,31
273,2,M,29
274,2,M,29
275,2,M,36
276,1,M,32
277,0,NULL,NULL
278,0,NULL,NULL
279,0,NULL,NULL
280,0,NULL,NULL
281,0,NULL,NULL
282,0,NULL,NULL
283,0,NULL,NULL
284,0,NULL,NULL
285,0,NULL,NULL
286,1,M,36
287,2,M,27
288,1,M,29
289,2,M,25
290,1,M,33
291,2,M,33
292,2,M,34
293,1,M,33
294,2,M,34
295,1,M,32
296,2,M,27
297,1,M,37
298,2,M,31
299,2,M,31
300,0,NULL,NULL
301,0,NULL,NULL
302,0,NULL,NULL
303,0,NULL,NULL
304,0,NULL,NULL
305,0,NULL,NULL
306,0,NULL,NULL
307,0,NULL,NULL
308,0,NULL,NULL
309,0,NULL,NULL
310,0,NULL,NULL
311,0,NULL,NULL
312,1,M,28
313,1,M,38
314,1,M,31
315,1,M,25
316,1,M,35
317,1,M,28
318,1,M,33
319,1,M,36
320,1,M,27
321,1,M,32
322,1,M,31
323,1,M,31
324,1,M,37
325,1,M,28
326,1,M,33
327,1,M,26
328,1,M,36
329,2,M,29
330,2,M,31
331,2,M,37
332,2,M,28
333,2,M,27
334,2,M,33
335,2,M,28
336,2,M,34
337,2,M,27
338,10,F,35
339,10,F,28
340,10,F,36
341,11,M,25
342,11,M,27
343,1,M,25
344,1,M,30
345,1,M,35
346,2,M,25
347,2,M,29
348,2,M,25
349,1,M,25
350,1,M,29
351,2,M,27
352,2,M,31
353,1,M,29
354,0,NULL,NULL
355,0,NULL,NULL
356,0,NULL,NULL
357,0,NULL,NULL
358,0,NULL,NULL
359,0,NULL,NULL
360,0,NULL,NULL
361,0,NULL,NULL
362,0,NULL,NULL
363,0,NULL,NULL
364,0,NULL,NULL
365,0,NULL,NULL
366,0,NULL,NULL
367,0,NULL,NULL
368,0,NULL,NULL
369,0,NULL,NULL
370,0,NULL,NULL
371,1,M,29
372,2,M,31
373,1,M,26
374,1,M,33
375,1,M,35
376,1,M,37
377,1,M,34
378,1,M,30
379,1,M,32
380,1,M,31
381,1,M,35
382,1,M,27
383,1,M,30
384,1,M,31
385,1,M,33
386,2,M,35
387,2,M,28
388,2,M,31
389,2,M,32
390,1,M,35
391,2,M,35
392,2,M,31
393,2,M,28
394,2,M,31
395,2,M,28
396,2,M,31
397,2,M,28
398,2,M,38
399,2,M,29
400,2,M,27
401,2,M,30
402,2,M,33
403,2,M,37
404,2,M,36
405,2,M,37
406,2,M,27
407,0,NULL,NULL
408,0,NULL,NULL
409,0,NULL,NULL
410,0,NULL,NULL
411,0,NULL,NULL
412,0,NULL,NULL
413,0,NULL,NULL
414,0,NULL,NULL
415,0,NULL,NULL
416,0,NULL,NULL
417,0,NULL,NULL
418,0,NULL,NULL
419,0,NULL,NULL
420,12,F,32
421,12,F,25
422,13,M,25
423,13,M,25
424,13,M,32
425,13,M,37
426,13,M,29
427,14,F,33
428,14,F,30
429,13,M,35
430,12,F,25
431,12,F,28
432,1,M,26
433,2,M,33
434,1,M,34
435,2,M,28
436,0,NULL,NULL
437,0,NULL,NULL
438,0,NULL,NULL
439,0,NULL,NULL
440,0,NULL,NULL
441,0,NULL,NULL
442,0,NULL,NULL
443,0,NULL,NULL
444,0,NULL,NULL
445,0,NULL,NULL
446,0,NULL,NULL
447,0,NULL,NULL
448,0,NULL,NULL
449,0,NULL,NULL
450,0,NULL,NULL
451,0,NULL,NULL
452,0,NULL,NULL
453,0,NULL,NULL
454,15,M,27
455,15,M,26
456,15,M,28
457,15,M,32
458,15,M,28
459,0,NULL,NULL
460,0,NULL,NULL
461,0,NULL,NULL
462,0,NULL,NULL
463,0,NULL,NULL
464,0,NULL,NULL
465,0,NULL,NULL
466,0,NULL,NULL
467,0,NULL,NULL
468,0,NULL,NULL
469,0,NULL,NULL
470,1,M,30
471,1,M,37
472,1,M,35
473,1,M,33
474,1,M,29
475,1,M,25
476,0,NULL,NULL
477,0,NULL,NULL
478,0,NULL,NULL
479,2,M,38
480,2,M,31
