time ,id ,gender ,age 
143,0,NULL,NULL
144,0,NULL,NULL
145,0,NULL,NULL
146,0,NULL,NULL
147,0,NULL,NULL
148,0,NULL,NULL
149,0,NULL,NULL
150,0,NULL,NULL
151,0,NULL,NULL
152,0,NULL,NULL
153,0,NULL,NULL
154,0,NULL,NULL
155,0,NULL,NULL
156,0,NULL,NULL
157,0,NULL,NULL
158,0,NULL,NULL
159,0,NULL,NULL
160,1,M,31
161,1,M,32
162,1,M,26
163,1,M,28
164,1,M,34
165,1,M,28
166,1,M,38
167,1,M,28
168,1,M,26
169,1,M,28
170,1,M,26
171,1,M,36
172,1,M,36
173,1,M,33
174,1,M,32
175,1,M,37
176,1,M,33
177,1,M,32
178,1,M,27
179,1,M,28
180,1,M,36
181,1,M,32
182,1,M,24
183,1,M,27
184,1,M,28
185,1,M,38
186,1,M,34
187,2,M,35
188,2,M,32
189,2,M,24
190,2,M,25
191,2,M,24
192,2,M,36
193,2,M,37
194,2,M,34
195,2,M,31
196,2,M,29
197,2,M,29
198,2,M,37
199,2,M,32
200,2,M,30
201,2,M,37
202,2,M,27
203,2,M,31
204,2,M,29
205,2,M,25
206,4,M,31
207,4,M,38
208,4,M,29
209,4,M,35
210,4,M,27
211,4,M,35
212,4,M,24
213,4,M,25
214,4,M,33
215,4,M,32
216,4,M,33
217,4,M,31
218,4,M,38
219,4,M,34
220,4,M,33
221,4,M,30
222,4,M,28
223,2,M,29
224,2,M,34
225,2,M,26
226,2,M,35
227,2,M,25
228,2,M,28
229,2,M,37
230,2,M,28
231,2,M,27
232,2,M,30
233,2,M,25
234,2,M,36
235,2,M,36
236,2,M,25
237,2,M,29
238,2,M,28
239,2,M,29
240,2,M,30
241,2,M,34
242,2,M,26
243,2,M,26
244,1,M,38
245,1,M,34
246,1,M,28
247,1,M,35
248,1,M,25
249,1,M,24
250,1,M,30
251,1,M,29
252,1,M,34
253,1,M,32
254,1,M,35
255,1,M,31
256,1,M,29
257,1,M,26
258,1,M,35
259,1,M,34
260,1,M,27
261,1,M,31
262,1,M,32
263,1,M,30
264,5,F,35
265,5,F,28
266,5,F,24
267,5,F,24
268,5,F,33
269,5,F,28
270,5,F,28
271,5,F,30
272,5,F,32
273,5,F,28
274,5,F,30
275,5,F,38
276,5,F,26
277,5,F,36
278,5,F,26
279,5,F,27
280,5,F,35
281,5,F,37
282,5,F,37
283,5,F,34
284,5,F,37
285,5,F,34
286,5,F,33
287,5,F,25
288,5,F,35
289,5,F,32
290,5,F,31
291,5,F,27
292,5,F,28
293,5,F,27
294,5,F,26
295,5,F,34
296,5,F,36
297,5,F,29
298,5,F,29
299,5,F,37
300,5,F,28
301,1,M,36
302,1,M,26
303,1,M,30
304,1,M,34
305,1,M,30
306,1,M,37
307,1,M,36
308,1,M,26
309,1,M,31
310,1,M,25
311,1,M,27
312,2,M,24
313,2,M,27
314,2,M,29
315,2,M,24
316,2,M,29
317,2,M,27
318,2,M,32
319,2,M,25
320,2,M,30
321,2,M,26
322,2,M,24
323,2,M,26
324,2,M,24
325,2,M,36
326,2,M,26
327,2,M,24
328,2,M,29
329,6,M,25
330,6,M,25
331,6,M,28
332,6,M,34
333,6,M,26
334,6,M,36
335,6,M,27
336,6,M,38
337,6,M,31
338,6,M,24
339,6,M,29
340,6,M,38
341,6,M,30
342,6,M,30
343,6,M,26
344,6,M,33
345,6,M,24
346,6,M,35
347,6,M,25
348,6,M,26
349,6,M,29
350,6,M,35
351,6,M,24
352,6,M,33
353,6,M,38
354,6,M,35
355,6,M,31
356,6,M,30
357,1,M,33
358,1,M,37
359,1,M,35
360,1,M,29
361,1,M,28
362,1,M,32
363,1,M,32
364,1,M,29
365,1,M,31
366,1,M,35
367,1,M,38
368,1,M,37
369,1,M,32
370,1,M,26
371,1,M,27
372,2,M,36
373,2,M,37
374,2,M,29
375,2,M,27
376,2,M,31
377,2,M,28
378,2,M,31
379,2,M,24
380,2,M,32
381,2,M,36
382,0,NULL,NULL
383,0,NULL,NULL
384,0,NULL,NULL
385,0,NULL,NULL
386,0,NULL,NULL
387,0,NULL,NULL
388,0,NULL,NULL
389,0,NULL,NULL
390,0,NULL,NULL
391,0,NULL,NULL
392,0,NULL,NULL
393,0,NULL,NULL
394,0,NULL,NULL
395,0,NULL,NULL
396,0,NULL,NULL
397,0,NULL,NULL
398,0,NULL,NULL
399,0,NULL,NULL
400,0,NULL,NULL
401,0,NULL,NULL
402,2,M,31
403,2,M,37
404,2,M,30
405,2,M,32
406,2,M,36
407,2,M,26
408,2,M,28
409,2,M,30
410,2,M,25
411,2,M,29
412,2,M,28
413,2,M,34
414,2,M,37
415,7,M,25
416,7,M,27
417,7,M,38
418,7,M,25
419,7,M,30
420,7,M,32
421,7,M,24
422,7,M,24
423,7,M,25
424,7,M,32
425,7,M,37
426,7,M,24
427,7,M,24
428,7,M,35
429,7,M,26
430,7,M,29
431,7,M,38
432,7,M,31
433,1,M,25
434,1,M,35
435,1,M,27
436,1,M,36
437,1,M,35
438,1,M,33
439,1,M,34
440,1,M,38
441,1,M,27
442,1,M,25
443,1,M,30
444,1,M,26
445,1,M,35
446,2,M,30
447,2,M,26
448,2,M,35
449,2,M,32
450,2,M,37
451,2,M,25
452,2,M,28
453,2,M,36
454,2,M,25
455,2,M,35
456,2,M,25
457,2,M,32
458,2,M,24
459,2,M,27
460,2,M,24
461,2,M,27
462,2,M,35
463,1,M,25
464,2,M,37
465,1,M,26
466,1,M,38
467,1,M,36
468,1,M,29
469,1,M,38
470,1,M,26
471,1,M,34
472,1,M,32
473,2,M,27
474,2,M,31
475,2,M,38
476,2,M,28
477,2,M,31
478,2,M,26
479,1,M,26
480,1,M,29
