time ,id ,gender ,age 
306,9,M,39
307,9,M,33
308,0,NULL,NULL
309,0,NULL,NULL
310,0,NULL,NULL
311,0,NULL,NULL
312,0,NULL,NULL
313,0,NULL,NULL
314,0,NULL,NULL
315,0,NULL,NULL
316,0,NULL,NULL
317,0,NULL,NULL
318,0,NULL,NULL
319,0,NULL,NULL
320,0,NULL,NULL
321,0,NULL,NULL
322,0,NULL,NULL
323,0,NULL,NULL
324,0,NULL,NULL
325,0,NULL,NULL
326,0,NULL,NULL
327,0,NULL,NULL
328,0,NULL,NULL
329,0,NULL,NULL
330,0,NULL,NULL
331,0,NULL,NULL
332,0,NULL,NULL
333,0,NULL,NULL
334,0,NULL,NULL
335,0,NULL,NULL
336,0,NULL,NULL
337,0,NULL,NULL
338,0,NULL,NULL
339,0,NULL,NULL
340,0,NULL,NULL
341,0,NULL,NULL
342,0,NULL,NULL
343,0,NULL,NULL
344,0,NULL,NULL
345,0,NULL,NULL
346,0,NULL,NULL
347,0,NULL,NULL
348,0,NULL,NULL
349,0,NULL,NULL
350,0,NULL,NULL
351,0,NULL,NULL
352,0,NULL,NULL
353,0,NULL,NULL
354,0,NULL,NULL
355,0,NULL,NULL
356,0,NULL,NULL
357,0,NULL,NULL
358,0,NULL,NULL
359,0,NULL,NULL
360,0,NULL,NULL
361,0,NULL,NULL
362,0,NULL,NULL
363,0,NULL,NULL
364,0,NULL,NULL
365,0,NULL,NULL
366,0,NULL,NULL
367,0,NULL,NULL
368,0,NULL,NULL
369,0,NULL,NULL
370,0,NULL,NULL
371,0,NULL,NULL
372,0,NULL,NULL
373,10,M,32
374,10,M,33
375,10,M,29
376,10,M,32
377,10,M,32
378,10,M,33
379,10,M,35
380,11,F,36
381,11,F,37
382,11,F,22
383,11,F,26
384,11,F,23
385,11,F,24
386,11,F,25
387,11,F,28
388,10,M,32
389,10,M,34
390,10,M,35
391,0,NULL,NULL
392,0,NULL,NULL
393,0,NULL,NULL
394,0,NULL,NULL
395,0,NULL,NULL
396,0,NULL,NULL
397,0,NULL,NULL
398,0,NULL,NULL
399,0,NULL,NULL
400,0,NULL,NULL
401,0,NULL,NULL
402,0,NULL,NULL
403,0,NULL,NULL
404,0,NULL,NULL
405,0,NULL,NULL
406,0,NULL,NULL
407,0,NULL,NULL
408,0,NULL,NULL
409,0,NULL,NULL
410,0,NULL,NULL
411,12,M,34
412,12,M,28
413,12,M,35
414,12,M,37
415,12,M,31
416,12,M,30
417,12,M,28
418,12,M,29
419,12,M,29
420,12,M,28
421,12,M,36
422,12,M,28
423,12,M,33
424,12,M,33
425,12,M,37
426,12,M,31
427,12,M,36
428,12,M,37
429,12,M,30
430,0,NULL,NULL
431,0,NULL,NULL
432,0,NULL,NULL
433,0,NULL,NULL
434,0,NULL,NULL
435,0,NULL,NULL
436,0,NULL,NULL
437,0,NULL,NULL
438,0,NULL,NULL
439,0,NULL,NULL
440,0,NULL,NULL
441,0,NULL,NULL
442,0,NULL,NULL
443,0,NULL,NULL
444,0,NULL,NULL
445,0,NULL,NULL
446,0,NULL,NULL
447,0,NULL,NULL
448,0,NULL,NULL
449,0,NULL,NULL
450,0,NULL,NULL
451,0,NULL,NULL
452,0,NULL,NULL
453,0,NULL,NULL
454,0,NULL,NULL
455,0,NULL,NULL
456,0,NULL,NULL
457,0,NULL,NULL
458,0,NULL,NULL
459,0,NULL,NULL
460,0,NULL,NULL
461,0,NULL,NULL
462,0,NULL,NULL
463,0,NULL,NULL
464,0,NULL,NULL
465,0,NULL,NULL
466,0,NULL,NULL
467,0,NULL,NULL
468,0,NULL,NULL
469,0,NULL,NULL
470,0,NULL,NULL
471,0,NULL,NULL
472,0,NULL,NULL
473,0,NULL,NULL
474,13,F,36
475,13,F,35
476,13,F,37
477,14,M,27
478,13,F,33
479,14,M,28
480,14,M,24
